,0,1
0,0.0,1.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.6108,0.3892
5,0.0,1.0
6,0.5031,0.4969
7,0.3388,0.6612
8,0.2431,0.7569
9,0.5888,0.4112
10,0.8939,0.1061
11,0.4091,0.5909
12,0.3794,0.6206
13,0.5376,0.4624
14,0.2016,0.7984
15,0.2512,0.7488
16,0.0,1.0
17,0.0984,0.9016
18,0.3728,0.6272
19,0.3037,0.6963
20,0.5751,0.4249
21,0.7425,0.2575
22,0.4081,0.5919
23,0.4751,0.5249
24,0.2844,0.7156
25,0.6816,0.3184
26,0.4587,0.5413
27,0.0,1.0
28,0.8079,0.1921
29,0.3675,0.6325
30,0.841,0.159
31,0.1921,0.8079
32,0.0,1.0
33,0.4548,0.5452
34,0.6625,0.3375
35,0.4037,0.5963
36,0.9753,0.0247
37,0.8154,0.1846
38,0.0,1.0
39,0.9536,0.0464
40,0.568,0.432
41,0.6874,0.3126
42,0.3354,0.6646
43,0.6634,0.3366
44,0.7021,0.2979
45,0.3037,0.6963
46,0.877,0.123
47,0.8198,0.1802
48,0.5642,0.4358
49,0.1221,0.8779
50,0.5604,0.4396
51,0.4227,0.5773
52,0.3553,0.6447
53,0.7113,0.2887
54,0.7543,0.2457
55,0.4982,0.5018
56,0.5785,0.4215
57,0.9251,0.0749
58,0.0,1.0
59,0.2456,0.7544
60,0.0,1.0
61,0.0,1.0
62,0.0,1.0
63,0.0,1.0
64,0.0,1.0
65,0.0,1.0
66,0.0,1.0
67,0.0,1.0
68,0.0,1.0
69,0.0,1.0
70,0.0,1.0
71,0.0,1.0
72,0.0,1.0
73,0.0,1.0
74,0.0,1.0
75,0.0,1.0
76,0.0,1.0
77,0.0,1.0
78,0.0,1.0
79,0.0,1.0
80,0.0,1.0
81,0.0,1.0
82,0.0,1.0
83,0.0,1.0
84,0.0,1.0
85,0.0,1.0
86,0.0,1.0
87,0.0,1.0
88,0.0,1.0
89,0.0,1.0
90,0.0,1.0
91,0.0,1.0
92,0.0,1.0
93,0.0,1.0
94,0.0,1.0
95,0.0,1.0
96,0.0,1.0
97,0.0,1.0
98,0.0,1.0
99,0.0,1.0
100,0.0,1.0
101,0.0,1.0
102,0.0,1.0
103,0.0,1.0
104,0.0,1.0
105,0.0,1.0
106,0.0,1.0
107,0.0,1.0
108,0.0,1.0
109,0.0,1.0
110,0.0,1.0
111,0.0,1.0
112,0.0,1.0
113,0.0,1.0
114,0.0,1.0
115,0.0,1.0
116,0.0,1.0
117,0.0,1.0
118,0.0,1.0
119,0.0,1.0
120,0.0,1.0
121,0.0,1.0
