,0,1,2
0,0.32429240328128206,0.11321812269621684,0.562489474022501
1,0.26422466146130036,0.17327221495264084,0.5625031235860588
2,0.26640610485633875,0.1509132699061571,0.5826806252375041
3,0.46119470687162245,0.0,0.5388052931283775
4,0.35085277628372785,0.0,0.6491472237162721
5,0.25006362680331157,0.14608277584109347,0.603853597355595
6,0.16204849787109082,0.2557071127470021,0.5822443893819071
7,0.11275800373715081,0.2649495098661686,0.6222924863966806
8,0.046321832410662706,0.3020522144882981,0.6516259531010392
9,0.1587001425022665,0.30630458658916904,0.5349952709085645
10,0.34252112494625775,0.1892074565645768,0.4682714184891654
11,-5.551115123125783e-17,0.0,1.0
12,0.20673528451075632,0.11616181903216079,0.6771028964570829
13,0.2912193524647539,0.044718300024298406,0.6640623475109477
14,0.002853079462744997,0.329552480032156,0.6675944405050991
15,0.09127999116922476,0.31738021200164773,0.5913397968291275
16,0.04518124741984856,0.22543494131283626,0.7293838112673152
17,0.03903270058505852,0.309154456983858,0.6518128424310834
18,0.20507428588138574,0.06927374966539278,0.7256519644532216
19,0.15333550785143055,0.15502703922585442,0.6916374529227151
20,0.0701715594286884,0.3198892211977846,0.6099392193735269
21,0.012312943285238206,0.35005111645128273,0.637635940263479
22,0.0,0.31042587726503695,0.689574122734963
23,0.0,0.24597954851040696,0.7540204514895931
24,-2.7755575615628914e-17,0.4120474589059855,0.5879525410940145
25,0.040712428246536266,0.3087845246319716,0.6505030471214921
26,0.06888205477638025,0.1957429965693947,0.735374948654225
27,0.0,0.3519450511700394,0.6480549488299606
28,0.0904173066607854,0.2688761522351293,0.6407065411040853
